order_id,created_at,sku_name,quantity,asp_inr,cogs_inr,gross_revenue_inr,discount_inr,net_revenue_inr,city,payment_method,courier,is_returned,order_status,financial_status
ORD10873,2026-02-27T15:52:00+05:30,Biotin Hair Gummies,1,599,75,599,0,599,Pune,Prepaid,Shadowfax,False,delivered,paid
ORD10874,2026-02-27T09:34:00+05:30,Collagen Gummies 30pc,1,699,85,699,34.95,664.05,Mumbai,Prepaid,Delhivery,False,delivered,paid
ORD10875,2026-02-27T22:56:00+05:30,Collagen Gummies 30pc,1,699,85,699,0,699,Kolkata,COD,BlueDart,False,delivered,paid
ORD10876,2026-02-27T12:22:00+05:30,Biotin Hair Gummies,1,599,75,599,0,599,Chennai,Prepaid,Delhivery,False,delivered,paid
ORD10877,2026-02-27T10:57:00+05:30,Collagen Gummies 30pc,1,699,85,699,0,699,Delhi,Prepaid,Delhivery,False,delivered,paid
ORD10878,2026-02-27T12:51:00+05:30,Ashwagandha 60pc,1,499,65,499,0,499,Kolkata,Prepaid,DTDC,False,delivered,paid
ORD10879,2026-02-27T21:04:00+05:30,Omega-3 Fish Oil 60pc,2,799,90,1598,0,1598,Pune,Prepaid,BlueDart,False,delivered,paid
ORD10880,2026-02-27T13:31:00+05:30,Collagen Gummies 30pc,1,699,85,699,0,699,Chennai,COD,BlueDart,False,delivered,paid
ORD10881,2026-02-27T15:34:00+05:30,Vitamin C Serum 30ml,1,899,120,899,0,899,Bengaluru,COD,DTDC,False,delivered,paid
ORD10882,2026-02-27T11:23:00+05:30,Ashwagandha 60pc,2,499,65,998,49.9,948.1,Mumbai,Prepaid,Ecom Express,False,delivered,paid
ORD10883,2026-02-27T20:52:00+05:30,Collagen Gummies 30pc,1,699,85,699,0,699,Mumbai,COD,Shadowfax,False,delivered,paid
ORD10884,2026-02-27T08:47:00+05:30,Collagen Gummies 30pc,1,699,85,699,0,699,Kolkata,Prepaid,Shadowfax,False,delivered,paid
ORD10885,2026-02-27T15:53:00+05:30,Collagen Gummies 30pc,1,699,85,699,0,699,Chennai,Prepaid,Ecom Express,True,returned,refunded
ORD10886,2026-02-27T10:48:00+05:30,Ashwagandha 60pc,1,499,65,499,0,499,Mumbai,COD,BlueDart,False,delivered,paid
ORD10887,2026-02-27T22:41:00+05:30,Collagen Gummies 30pc,1,699,85,699,34.95,664.05,Pune,COD,DTDC,False,delivered,paid
ORD10888,2026-02-27T19:53:00+05:30,Collagen Gummies 30pc,3,699,85,2097,0,2097,Bengaluru,COD,Delhivery,False,delivered,paid
ORD10889,2026-02-27T14:39:00+05:30,Collagen Gummies 30pc,3,699,85,2097,104.85,1992.15,Delhi,COD,BlueDart,False,delivered,paid
ORD10890,2026-02-27T18:41:00+05:30,Collagen Gummies 30pc,1,699,85,699,0,699,Kolkata,Prepaid,Shadowfax,True,returned,refunded
ORD10891,2026-02-28T08:15:00+05:30,Collagen Gummies 30pc,1,699,85,699,0,699,Bengaluru,COD,DTDC,True,returned,refunded
ORD10892,2026-02-28T17:36:00+05:30,Collagen Gummies 30pc,3,699,85,2097,104.85,1992.15,Mumbai,COD,Shadowfax,False,delivered,paid
ORD10893,2026-02-28T12:25:00+05:30,Collagen Gummies 30pc,1,699,85,699,0,699,Bengaluru,COD,Delhivery,False,delivered,paid
ORD10894,2026-02-28T08:37:00+05:30,Ashwagandha 60pc,2,499,65,998,49.9,948.1,Delhi,Prepaid,DTDC,False,delivered,paid
ORD10895,2026-02-28T09:45:00+05:30,Biotin Hair Gummies,1,599,75,599,0,599,Ahmedabad,COD,Delhivery,False,delivered,paid
ORD10896,2026-02-28T22:49:00+05:30,Collagen Gummies 30pc,2,699,85,1398,0,1398,Chennai,Prepaid,BlueDart,False,delivered,paid
ORD10897,2026-02-28T18:24:00+05:30,Vitamin C Serum 30ml,1,899,120,899,0,899,Delhi,Prepaid,DTDC,False,delivered,paid
ORD10898,2026-02-28T21:51:00+05:30,Collagen Gummies 30pc,2,699,85,1398,0,1398,Hyderabad,Prepaid,BlueDart,True,returned,refunded
ORD10899,2026-02-28T13:05:00+05:30,Biotin Hair Gummies,1,599,75,599,0,599,Mumbai,COD,DTDC,False,delivered,paid
ORD10900,2026-02-28T15:02:00+05:30,Collagen Gummies 30pc,3,699,85,2097,0,2097,Bengaluru,Prepaid,Ecom Express,False,delivered,paid
ORD10901,2026-02-28T13:23:00+05:30,Vitamin C Serum 30ml,1,899,120,899,0,899,Bengaluru,Prepaid,Shadowfax,False,delivered,paid
ORD10902,2026-02-28T12:24:00+05:30,Collagen Gummies 30pc,2,699,85,1398,69.9,1328.1,Bengaluru,Prepaid,Delhivery,False,delivered,paid
ORD10903,2026-02-28T16:57:00+05:30,Collagen Gummies 30pc,1,699,85,699,0,699,Mumbai,Prepaid,Ecom Express,False,delivered,paid
ORD10904,2026-02-28T17:31:00+05:30,Biotin Hair Gummies,1,599,75,599,0,599,Mumbai,Prepaid,Delhivery,False,delivered,paid
ORD10905,2026-02-28T13:36:00+05:30,Collagen Gummies 30pc,1,699,85,699,0,699,Mumbai,COD,Ecom Express,False,delivered,paid
ORD10906,2026-02-28T14:17:00+05:30,Collagen Gummies 30pc,1,699,85,699,0,699,Delhi,Prepaid,DTDC,False,delivered,paid
ORD10907,2026-02-28T16:13:00+05:30,Collagen Gummies 30pc,2,699,85,1398,0,1398,Mumbai,COD,DTDC,False,delivered,paid
ORD10908,2026-02-28T15:30:00+05:30,Ashwagandha 60pc,1,499,65,499,0,499,Kolkata,Prepaid,Delhivery,False,delivered,paid
ORD10909,2026-02-28T11:04:00+05:30,Ashwagandha 60pc,1,499,65,499,74.85,424.15,Lucknow,COD,Ecom Express,False,delivered,paid
ORD10910,2026-02-28T18:26:00+05:30,Biotin Hair Gummies,1,599,75,599,0,599,Mumbai,COD,DTDC,False,delivered,paid
ORD10911,2026-02-28T11:26:00+05:30,Collagen Gummies 30pc,1,699,85,699,104.85,594.15,Chandigarh,Prepaid,BlueDart,False,delivered,paid
ORD10912,2026-02-28T08:19:00+05:30,Biotin Hair Gummies,1,599,75,599,0,599,Hyderabad,COD,BlueDart,False,delivered,paid
ORD10913,2026-02-28T16:27:00+05:30,Omega-3 Fish Oil 60pc,1,799,90,799,0,799,Ahmedabad,Prepaid,Ecom Express,False,delivered,paid
ORD10914,2026-02-28T18:44:00+05:30,Ashwagandha 60pc,1,499,65,499,0,499,Mumbai,COD,BlueDart,False,delivered,paid
ORD10915,2026-02-28T17:59:00+05:30,Biotin Hair Gummies,1,599,75,599,0,599,Chennai,Prepaid,Delhivery,False,delivered,paid
ORD10916,2026-02-28T11:49:00+05:30,Vitamin C Serum 30ml,1,899,120,899,0,899,Pune,COD,Shadowfax,True,returned,refunded
ORD10917,2026-02-28T22:52:00+05:30,Vitamin C Serum 30ml,2,899,120,1798,0,1798,Mumbai,Prepaid,Ecom Express,False,delivered,paid
ORD10918,2026-02-28T22:26:00+05:30,Ashwagandha 60pc,1,499,65,499,0,499,Delhi,Prepaid,DTDC,False,delivered,paid
ORD10919,2026-02-28T21:47:00+05:30,Ashwagandha 60pc,1,499,65,499,0,499,Ahmedabad,COD,Delhivery,False,delivered,paid
ORD10920,2026-02-28T17:27:00+05:30,Ashwagandha 60pc,2,499,65,998,0,998,Lucknow,COD,Ecom Express,False,delivered,paid
ORD10921,2026-02-28T20:08:00+05:30,Collagen Gummies 30pc,1,699,85,699,104.85,594.15,Surat,COD,BlueDart,False,delivered,paid
ORD10922,2026-02-28T10:01:00+05:30,Ashwagandha 60pc,1,499,65,499,74.85,424.15,Pune,Prepaid,DTDC,True,returned,refunded
ORD10923,2026-02-28T18:49:00+05:30,Ashwagandha 60pc,1,499,65,499,0,499,Surat,COD,Shadowfax,False,delivered,paid
ORD10924,2026-02-28T08:17:00+05:30,Vitamin C Serum 30ml,1,899,120,899,0,899,Ahmedabad,COD,DTDC,False,delivered,paid
ORD10925,2026-02-28T12:16:00+05:30,Collagen Gummies 30pc,3,699,85,2097,104.85,1992.15,Mumbai,Prepaid,Shadowfax,False,delivered,paid
ORD10926,2026-02-28T18:04:00+05:30,Omega-3 Fish Oil 60pc,1,799,90,799,0,799,Bengaluru,Prepaid,DTDC,False,delivered,paid
ORD10927,2026-03-01T08:07:00+05:30,Collagen Gummies 30pc,1,699,85,699,0,699,Ahmedabad,Prepaid,Ecom Express,False,delivered,paid
ORD10928,2026-03-01T09:12:00+05:30,Multivitamin Women 30pc,1,549,70,549,0,549,Bengaluru,Prepaid,Shadowfax,True,returned,refunded
ORD10929,2026-03-01T10:17:00+05:30,Ashwagandha 60pc,1,499,65,499,74.85,424.15,Bengaluru,COD,BlueDart,True,returned,refunded
ORD10930,2026-03-01T14:59:00+05:30,Collagen Gummies 30pc,2,699,85,1398,0,1398,Mumbai,Prepaid,Shadowfax,False,delivered,paid
ORD10931,2026-03-01T15:27:00+05:30,Collagen Gummies 30pc,1,699,85,699,104.85,594.15,Chennai,Prepaid,DTDC,False,delivered,paid
ORD10932,2026-03-01T13:57:00+05:30,Omega-3 Fish Oil 60pc,1,799,90,799,0,799,Pune,Prepaid,DTDC,False,delivered,paid
ORD10933,2026-03-01T16:22:00+05:30,Ashwagandha 60pc,2,499,65,998,0,998,Mumbai,Prepaid,Delhivery,False,delivered,paid
ORD10934,2026-03-01T13:09:00+05:30,Vitamin C Serum 30ml,1,899,120,899,0,899,Kolkata,Prepaid,Ecom Express,False,delivered,paid
ORD10935,2026-03-01T17:13:00+05:30,Biotin Hair Gummies,1,599,75,599,59.9,539.1,Delhi,Prepaid,Delhivery,False,delivered,paid
ORD10936,2026-03-01T18:26:00+05:30,Ashwagandha 60pc,1,499,65,499,0,499,Delhi,Prepaid,Shadowfax,False,delivered,paid
ORD10937,2026-03-01T17:20:00+05:30,Biotin Hair Gummies,1,599,75,599,29.95,569.05,Kolkata,COD,BlueDart,False,delivered,paid
ORD10938,2026-03-01T12:08:00+05:30,Ashwagandha 60pc,3,499,65,1497,0,1497,Mumbai,Prepaid,Delhivery,False,delivered,paid
ORD10939,2026-03-01T12:20:00+05:30,Omega-3 Fish Oil 60pc,2,799,90,1598,0,1598,Ahmedabad,COD,Shadowfax,True,returned,refunded
ORD10940,2026-03-01T15:54:00+05:30,Biotin Hair Gummies,1,599,75,599,0,599,Hyderabad,Prepaid,DTDC,True,returned,refunded
ORD10941,2026-03-01T19:27:00+05:30,Ashwagandha 60pc,3,499,65,1497,0,1497,Kolkata,COD,Shadowfax,False,delivered,paid
ORD10942,2026-03-01T08:16:00+05:30,Collagen Gummies 30pc,1,699,85,699,0,699,Chennai,Prepaid,DTDC,False,delivered,paid
ORD10943,2026-03-01T17:29:00+05:30,Omega-3 Fish Oil 60pc,1,799,90,799,39.95,759.05,Mumbai,COD,DTDC,False,delivered,paid
ORD10944,2026-03-01T09:33:00+05:30,Collagen Gummies 30pc,1,699,85,699,0,699,Mumbai,Prepaid,Shadowfax,False,delivered,paid
ORD10945,2026-03-01T21:55:00+05:30,Ashwagandha 60pc,1,499,65,499,74.85,424.15,Chennai,COD,DTDC,False,delivered,paid
ORD10946,2026-03-01T15:52:00+05:30,Collagen Gummies 30pc,1,699,85,699,0,699,Kolkata,COD,Delhivery,False,delivered,paid
ORD10947,2026-03-01T21:32:00+05:30,Vitamin C Serum 30ml,2,899,120,1798,0,1798,Delhi,Prepaid,Shadowfax,False,delivered,paid
ORD10948,2026-03-01T11:04:00+05:30,Collagen Gummies 30pc,1,699,85,699,0,699,Jaipur,Prepaid,Ecom Express,False,delivered,paid
ORD10949,2026-03-01T10:17:00+05:30,Collagen Gummies 30pc,1,699,85,699,0,699,Delhi,Prepaid,Shadowfax,False,delivered,paid
ORD10950,2026-03-01T16:27:00+05:30,Collagen Gummies 30pc,1,699,85,699,69.9,629.1,Bengaluru,COD,DTDC,False,delivered,paid
ORD10951,2026-03-01T16:38:00+05:30,Ashwagandha 60pc,1,499,65,499,49.9,449.1,Delhi,COD,Delhivery,False,delivered,paid
ORD10952,2026-03-01T11:04:00+05:30,Vitamin C Serum 30ml,1,899,120,899,89.9,809.1,Chennai,Prepaid,BlueDart,False,delivered,paid
ORD10953,2026-03-01T13:40:00+05:30,Ashwagandha 60pc,1,499,65,499,24.95,474.05,Ahmedabad,COD,Ecom Express,False,delivered,paid
ORD10954,2026-03-01T21:58:00+05:30,Collagen Gummies 30pc,1,699,85,699,0,699,Pune,COD,Delhivery,False,delivered,paid
ORD10955,2026-03-01T10:16:00+05:30,Biotin Hair Gummies,1,599,75,599,0,599,Chennai,COD,BlueDart,True,returned,refunded
ORD10956,2026-03-01T11:30:00+05:30,Omega-3 Fish Oil 60pc,1,799,90,799,0,799,Pune,Prepaid,Delhivery,False,delivered,paid
ORD10957,2026-03-01T19:21:00+05:30,Collagen Gummies 30pc,1,699,85,699,0,699,Hyderabad,Prepaid,DTDC,False,delivered,paid
ORD10958,2026-03-01T12:45:00+05:30,Vitamin C Serum 30ml,1,899,120,899,0,899,Chandigarh,Prepaid,DTDC,False,delivered,paid
ORD10959,2026-03-01T11:42:00+05:30,Vitamin C Serum 30ml,1,899,120,899,0,899,Chennai,Prepaid,Shadowfax,False,delivered,paid
ORD10960,2026-03-01T11:58:00+05:30,Multivitamin Women 30pc,1,549,70,549,0,549,Mumbai,Prepaid,Shadowfax,False,delivered,paid
ORD10961,2026-03-01T22:21:00+05:30,Multivitamin Women 30pc,1,549,70,549,0,549,Lucknow,Prepaid,Shadowfax,False,delivered,paid
ORD10962,2026-03-01T09:27:00+05:30,Vitamin C Serum 30ml,2,899,120,1798,0,1798,Bhopal,COD,DTDC,False,delivered,paid
ORD10963,2026-03-01T17:35:00+05:30,Biotin Hair Gummies,1,599,75,599,59.9,539.1,Pune,COD,DTDC,False,delivered,paid
ORD10964,2026-03-01T08:31:00+05:30,Ashwagandha 60pc,1,499,65,499,0,499,Delhi,COD,DTDC,True,returned,refunded
ORD10965,2026-03-01T16:09:00+05:30,Vitamin C Serum 30ml,1,899,120,899,0,899,Chennai,COD,Delhivery,False,delivered,paid
ORD10966,2026-03-01T11:51:00+05:30,Multivitamin Women 30pc,1,549,70,549,54.9,494.1,Mumbai,COD,BlueDart,False,delivered,paid
ORD10967,2026-03-01T20:37:00+05:30,Ashwagandha 60pc,1,499,65,499,0,499,Delhi,Prepaid,Delhivery,False,delivered,paid
ORD10968,2026-03-01T18:29:00+05:30,Collagen Gummies 30pc,1,699,85,699,0,699,Delhi,Prepaid,Ecom Express,False,delivered,paid
ORD10969,2026-03-02T13:27:00+05:30,Omega-3 Fish Oil 60pc,1,799,90,799,0,799,Mumbai,Prepaid,Ecom Express,False,delivered,paid
ORD10970,2026-03-02T17:32:00+05:30,Vitamin C Serum 30ml,2,899,120,1798,0,1798,Bengaluru,COD,Shadowfax,False,delivered,paid
ORD10971,2026-03-02T15:51:00+05:30,Vitamin C Serum 30ml,1,899,120,899,0,899,Ahmedabad,COD,DTDC,False,delivered,paid
ORD10972,2026-03-02T15:44:00+05:30,Biotin Hair Gummies,1,599,75,599,0,599,Kolkata,COD,Delhivery,False,delivered,paid
ORD10973,2026-03-02T15:08:00+05:30,Vitamin C Serum 30ml,1,899,120,899,134.85,764.15,Pune,Prepaid,Shadowfax,True,returned,refunded
ORD10974,2026-03-02T08:09:00+05:30,Collagen Gummies 30pc,1,699,85,699,34.95,664.05,Kolkata,Prepaid,DTDC,False,delivered,paid
ORD10975,2026-03-02T22:07:00+05:30,Ashwagandha 60pc,1,499,65,499,0,499,Mumbai,COD,BlueDart,True,returned,refunded
ORD10976,2026-03-02T14:09:00+05:30,Collagen Gummies 30pc,2,699,85,1398,0,1398,Mumbai,Prepaid,BlueDart,False,delivered,paid
ORD10977,2026-03-02T12:18:00+05:30,Ashwagandha 60pc,1,499,65,499,0,499,Kolkata,COD,BlueDart,False,delivered,paid
ORD10978,2026-03-02T09:36:00+05:30,Ashwagandha 60pc,1,499,65,499,49.9,449.1,Bengaluru,COD,DTDC,False,delivered,paid
ORD10979,2026-03-02T15:17:00+05:30,Vitamin C Serum 30ml,1,899,120,899,134.85,764.15,Mumbai,COD,Shadowfax,False,delivered,paid
ORD10980,2026-03-02T19:36:00+05:30,Collagen Gummies 30pc,1,699,85,699,104.85,594.15,Bengaluru,COD,Shadowfax,False,delivered,paid
ORD10981,2026-03-02T15:24:00+05:30,Vitamin C Serum 30ml,3,899,120,2697,404.55,2292.45,Pune,Prepaid,DTDC,False,delivered,paid
ORD10982,2026-03-02T17:53:00+05:30,Multivitamin Women 30pc,3,549,70,1647,0,1647,Mumbai,Prepaid,Shadowfax,False,delivered,paid
ORD10983,2026-03-02T13:48:00+05:30,Vitamin C Serum 30ml,1,899,120,899,0,899,Kolkata,COD,BlueDart,False,delivered,paid
ORD10984,2026-03-02T08:39:00+05:30,Collagen Gummies 30pc,3,699,85,2097,0,2097,Jaipur,COD,BlueDart,False,delivered,paid
ORD10985,2026-03-02T13:06:00+05:30,Collagen Gummies 30pc,2,699,85,1398,0,1398,Pune,Prepaid,Ecom Express,False,delivered,paid
ORD10986,2026-03-02T14:52:00+05:30,Biotin Hair Gummies,1,599,75,599,0,599,Chandigarh,Prepaid,Shadowfax,False,delivered,paid
ORD10987,2026-03-02T22:00:00+05:30,Ashwagandha 60pc,1,499,65,499,0,499,Mumbai,Prepaid,Delhivery,False,delivered,paid
ORD10988,2026-03-02T17:52:00+05:30,Vitamin C Serum 30ml,1,899,120,899,44.95,854.05,Bengaluru,COD,Delhivery,False,delivered,paid
ORD10989,2026-03-02T21:04:00+05:30,Vitamin C Serum 30ml,1,899,120,899,0,899,Hyderabad,Prepaid,Shadowfax,False,delivered,paid
ORD10990,2026-03-02T22:53:00+05:30,Ashwagandha 60pc,1,499,65,499,0,499,Bengaluru,COD,Delhivery,False,delivered,paid
ORD10991,2026-03-02T22:39:00+05:30,Collagen Gummies 30pc,1,699,85,699,0,699,Mumbai,Prepaid,BlueDart,True,returned,refunded
ORD10992,2026-03-02T11:21:00+05:30,Ashwagandha 60pc,1,499,65,499,0,499,Mumbai,Prepaid,Delhivery,False,delivered,paid
ORD10993,2026-03-02T20:36:00+05:30,Omega-3 Fish Oil 60pc,2,799,90,1598,79.9,1518.1,Mumbai,Prepaid,DTDC,False,delivered,paid
ORD10994,2026-03-02T15:08:00+05:30,Omega-3 Fish Oil 60pc,3,799,90,2397,0,2397,Pune,COD,Delhivery,False,delivered,paid
ORD10995,2026-03-03T08:49:00+05:30,Collagen Gummies 30pc,2,699,85,1398,69.9,1328.1,Mumbai,COD,Shadowfax,False,delivered,paid
ORD10996,2026-03-03T19:08:00+05:30,Biotin Hair Gummies,1,599,75,599,59.9,539.1,Hyderabad,Prepaid,Ecom Express,False,delivered,paid
ORD10997,2026-03-03T11:14:00+05:30,Vitamin C Serum 30ml,1,899,120,899,0,899,Mumbai,COD,Ecom Express,False,delivered,paid
ORD10998,2026-03-03T21:03:00+05:30,Collagen Gummies 30pc,1,699,85,699,0,699,Bengaluru,Prepaid,Shadowfax,False,delivered,paid
ORD10999,2026-03-03T18:07:00+05:30,Collagen Gummies 30pc,1,699,85,699,0,699,Mumbai,COD,Delhivery,False,delivered,paid
ORD11000,2026-03-03T11:28:00+05:30,Ashwagandha 60pc,1,499,65,499,0,499,Jaipur,Prepaid,BlueDart,False,delivered,paid
ORD11001,2026-03-03T22:26:00+05:30,Biotin Hair Gummies,1,599,75,599,59.9,539.1,Pune,Prepaid,DTDC,False,delivered,paid
ORD11002,2026-03-03T16:13:00+05:30,Biotin Hair Gummies,1,599,75,599,0,599,Delhi,Prepaid,BlueDart,False,delivered,paid
ORD11003,2026-03-03T08:17:00+05:30,Collagen Gummies 30pc,1,699,85,699,0,699,Pune,Prepaid,Delhivery,False,delivered,paid
ORD11004,2026-03-03T14:28:00+05:30,Collagen Gummies 30pc,1,699,85,699,69.9,629.1,Kolkata,COD,Delhivery,False,delivered,paid
ORD11005,2026-03-03T20:57:00+05:30,Collagen Gummies 30pc,3,699,85,2097,0,2097,Mumbai,Prepaid,Ecom Express,False,delivered,paid
ORD11006,2026-03-03T21:27:00+05:30,Vitamin C Serum 30ml,2,899,120,1798,0,1798,Delhi,COD,Shadowfax,True,returned,refunded
ORD11007,2026-03-03T14:36:00+05:30,Biotin Hair Gummies,3,599,75,1797,0,1797,Pune,Prepaid,Delhivery,False,delivered,paid
ORD11008,2026-03-03T12:51:00+05:30,Biotin Hair Gummies,1,599,75,599,0,599,Delhi,COD,Ecom Express,False,delivered,paid
ORD11009,2026-03-03T18:51:00+05:30,Biotin Hair Gummies,1,599,75,599,0,599,Bhopal,COD,Shadowfax,False,delivered,paid
ORD11010,2026-03-03T15:02:00+05:30,Biotin Hair Gummies,1,599,75,599,29.95,569.05,Delhi,Prepaid,DTDC,False,delivered,paid
ORD11011,2026-03-03T15:11:00+05:30,Multivitamin Women 30pc,1,549,70,549,0,549,Kolkata,COD,BlueDart,False,delivered,paid
ORD11012,2026-03-03T08:14:00+05:30,Collagen Gummies 30pc,1,699,85,699,0,699,Delhi,COD,Ecom Express,False,delivered,paid
ORD11013,2026-03-03T12:01:00+05:30,Collagen Gummies 30pc,2,699,85,1398,0,1398,Chennai,Prepaid,Ecom Express,True,returned,refunded
ORD11014,2026-03-03T16:04:00+05:30,Ashwagandha 60pc,1,499,65,499,0,499,Delhi,Prepaid,Delhivery,False,delivered,paid
ORD11015,2026-03-03T14:57:00+05:30,Collagen Gummies 30pc,1,699,85,699,0,699,Delhi,COD,Ecom Express,True,returned,refunded
ORD11016,2026-03-03T08:06:00+05:30,Ashwagandha 60pc,1,499,65,499,74.85,424.15,Surat,COD,Shadowfax,False,delivered,paid
ORD11017,2026-03-03T10:24:00+05:30,Ashwagandha 60pc,1,499,65,499,0,499,Bengaluru,Prepaid,Shadowfax,False,delivered,paid
ORD11018,2026-03-03T16:46:00+05:30,Biotin Hair Gummies,1,599,75,599,0,599,Lucknow,Prepaid,BlueDart,False,delivered,paid
ORD11019,2026-03-03T11:21:00+05:30,Collagen Gummies 30pc,2,699,85,1398,0,1398,Pune,COD,Shadowfax,False,delivered,paid
ORD11020,2026-03-03T22:26:00+05:30,Collagen Gummies 30pc,1,699,85,699,0,699,Delhi,COD,Ecom Express,False,delivered,paid
ORD11021,2026-03-03T10:59:00+05:30,Vitamin C Serum 30ml,1,899,120,899,0,899,Bengaluru,Prepaid,DTDC,False,delivered,paid
ORD11022,2026-03-03T09:05:00+05:30,Ashwagandha 60pc,2,499,65,998,0,998,Bengaluru,Prepaid,Shadowfax,False,delivered,paid
ORD11023,2026-03-03T20:35:00+05:30,Vitamin C Serum 30ml,1,899,120,899,89.9,809.1,Mumbai,Prepaid,Ecom Express,False,delivered,paid
ORD11024,2026-03-03T21:33:00+05:30,Biotin Hair Gummies,1,599,75,599,89.85,509.15,Mumbai,Prepaid,Delhivery,True,returned,refunded
ORD11025,2026-03-03T17:39:00+05:30,Omega-3 Fish Oil 60pc,2,799,90,1598,0,1598,Delhi,Prepaid,Ecom Express,False,delivered,paid
ORD11026,2026-03-03T14:18:00+05:30,Collagen Gummies 30pc,1,699,85,699,0,699,Mumbai,Prepaid,DTDC,False,delivered,paid
ORD11027,2026-03-03T18:29:00+05:30,Biotin Hair Gummies,1,599,75,599,0,599,Pune,Prepaid,Shadowfax,False,delivered,paid
ORD11028,2026-03-03T08:36:00+05:30,Vitamin C Serum 30ml,1,899,120,899,0,899,Bengaluru,COD,Shadowfax,False,delivered,paid
ORD11029,2026-03-03T22:46:00+05:30,Ashwagandha 60pc,1,499,65,499,0,499,Bengaluru,COD,Ecom Express,False,delivered,paid
ORD11030,2026-03-03T15:28:00+05:30,Collagen Gummies 30pc,1,699,85,699,0,699,Hyderabad,COD,Shadowfax,False,delivered,paid
ORD11031,2026-03-03T20:10:00+05:30,Collagen Gummies 30pc,1,699,85,699,104.85,594.15,Jaipur,Prepaid,DTDC,False,delivered,paid
ORD11032,2026-03-04T17:27:00+05:30,Collagen Gummies 30pc,1,699,85,699,0,699,Lucknow,Prepaid,Shadowfax,False,delivered,paid
ORD11033,2026-03-04T15:16:00+05:30,Biotin Hair Gummies,2,599,75,1198,119.8,1078.2,Kolkata,Prepaid,DTDC,False,delivered,paid
ORD11034,2026-03-04T12:29:00+05:30,Collagen Gummies 30pc,1,699,85,699,69.9,629.1,Delhi,Prepaid,Delhivery,False,delivered,paid
ORD11035,2026-03-04T16:20:00+05:30,Ashwagandha 60pc,1,499,65,499,0,499,Pune,Prepaid,DTDC,True,returned,refunded
ORD11036,2026-03-04T12:30:00+05:30,Collagen Gummies 30pc,2,699,85,1398,69.9,1328.1,Kolkata,Prepaid,Delhivery,False,delivered,paid
ORD11037,2026-03-04T19:47:00+05:30,Collagen Gummies 30pc,1,699,85,699,0,699,Pune,COD,DTDC,False,delivered,paid
ORD11038,2026-03-04T18:22:00+05:30,Collagen Gummies 30pc,1,699,85,699,0,699,Bengaluru,COD,Shadowfax,False,delivered,paid
ORD11039,2026-03-04T18:25:00+05:30,Vitamin C Serum 30ml,1,899,120,899,0,899,Mumbai,Prepaid,DTDC,False,delivered,paid
ORD11040,2026-03-04T18:27:00+05:30,Ashwagandha 60pc,3,499,65,1497,0,1497,Delhi,COD,BlueDart,False,delivered,paid
ORD11041,2026-03-04T21:51:00+05:30,Collagen Gummies 30pc,1,699,85,699,0,699,Delhi,COD,Delhivery,False,delivered,paid
ORD11042,2026-03-04T12:43:00+05:30,Omega-3 Fish Oil 60pc,1,799,90,799,0,799,Chennai,COD,Delhivery,False,delivered,paid
ORD11043,2026-03-04T21:02:00+05:30,Vitamin C Serum 30ml,1,899,120,899,134.85,764.15,Bengaluru,COD,Ecom Express,True,returned,refunded
ORD11044,2026-03-04T08:46:00+05:30,Vitamin C Serum 30ml,1,899,120,899,134.85,764.15,Hyderabad,Prepaid,BlueDart,False,delivered,paid
ORD11045,2026-03-04T16:13:00+05:30,Collagen Gummies 30pc,1,699,85,699,0,699,Pune,Prepaid,DTDC,False,delivered,paid
ORD11046,2026-03-04T16:46:00+05:30,Vitamin C Serum 30ml,1,899,120,899,0,899,Mumbai,COD,Shadowfax,False,delivered,paid
ORD11047,2026-03-04T08:14:00+05:30,Collagen Gummies 30pc,1,699,85,699,69.9,629.1,Kolkata,COD,Shadowfax,False,delivered,paid
ORD11048,2026-03-04T09:04:00+05:30,Ashwagandha 60pc,2,499,65,998,0,998,Mumbai,Prepaid,Delhivery,False,delivered,paid
ORD11049,2026-03-04T17:50:00+05:30,Ashwagandha 60pc,1,499,65,499,74.85,424.15,Pune,COD,Delhivery,False,delivered,paid
ORD11050,2026-03-04T17:30:00+05:30,Vitamin C Serum 30ml,1,899,120,899,0,899,Kolkata,COD,DTDC,False,delivered,paid
ORD11051,2026-03-04T11:24:00+05:30,Vitamin C Serum 30ml,2,899,120,1798,0,1798,Delhi,Prepaid,Ecom Express,False,delivered,paid
ORD11052,2026-03-04T15:23:00+05:30,Collagen Gummies 30pc,1,699,85,699,0,699,Delhi,Prepaid,DTDC,False,delivered,paid
ORD11053,2026-03-04T17:15:00+05:30,Vitamin C Serum 30ml,1,899,120,899,89.9,809.1,Delhi,Prepaid,BlueDart,False,delivered,paid
ORD11054,2026-03-04T13:53:00+05:30,Collagen Gummies 30pc,1,699,85,699,0,699,Kolkata,Prepaid,Shadowfax,False,delivered,paid
ORD11055,2026-03-05T18:15:00+05:30,Collagen Gummies 30pc,1,699,85,699,0,699,Hyderabad,Prepaid,Ecom Express,False,delivered,paid
ORD11056,2026-03-05T10:33:00+05:30,Vitamin C Serum 30ml,1,899,120,899,44.95,854.05,Bengaluru,Prepaid,Delhivery,False,delivered,paid
ORD11057,2026-03-05T16:26:00+05:30,Biotin Hair Gummies,1,599,75,599,0,599,Bengaluru,COD,Delhivery,False,delivered,paid
